,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
178,0.0,0.0,1.0,0.0,0.0,0.0,0.0
678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,0.0,0.0,1.0,0.0,0.0,0.0,0.0
862,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1181,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1933,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2000,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2433,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3269,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5437,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5852,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5885,0.0,0.0,0.0,0.0,1.0,2.0,0.0
6352,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7331,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8035,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8831,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9187,0.0,2.0,0.0,0.0,0.0,1.0,0.0
9331,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11850,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11852,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12462,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14559,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15161,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15678,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17090,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17590,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17896,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18482,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19050,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19077,0.0,0.0,0.0,0.0,0.0,2.0,0.0
19577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20177,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20827,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21095,0.0,0.0,0.0,0.0,0.0,2.0,0.0
21595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22244,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24019,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24027,0.0,0.0,0.0,0.0,0.0,2.0,0.0
24527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27108,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
