,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
294,0.0,0.0,1.0,0.0,0.0,0.0,0.0
794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5559,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5970,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5978,0.0,0.0,0.0,0.0,1.0,2.0,0.0
6366,0.0,0.0,1.0,0.0,1.0,2.0,0.0
6470,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6478,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7477,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7851,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7977,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8207,0.0,0.0,1.0,0.0,0.0,1.0,1.0
8351,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8385,0.0,0.0,1.0,0.0,0.0,1.0,1.0
8500,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8707,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9002,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9502,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9681,0.0,2.0,1.0,0.0,0.0,0.0,0.0
10181,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11431,0.0,0.0,1.0,0.0,0.0,1.0,1.0
11500,0.0,0.0,1.0,0.0,0.0,1.0,0.0
11931,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12087,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12089,0.0,0.0,1.0,0.0,0.0,2.0,0.0
12589,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14177,0.0,0.0,1.0,0.0,1.0,0.0,1.0
14500,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14677,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14758,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14760,0.0,0.0,1.0,0.0,0.0,2.0,0.0
15260,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15263,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15763,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16022,0.0,0.0,1.0,0.0,0.0,1.0,0.0
16522,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17339,0.0,0.0,1.0,0.0,0.0,1.0,1.0
17500,0.0,0.0,1.0,0.0,0.0,1.0,0.0
17839,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18099,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18599,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18676,0.0,0.0,1.0,0.0,0.0,1.0,0.0
19176,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19484,0.0,0.0,1.0,0.0,0.0,1.0,0.0
19984,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20500,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20595,0.0,0.0,1.0,0.0,0.0,1.0,0.0
20624,0.0,0.0,1.0,0.0,0.0,2.0,0.0
21124,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21276,0.0,2.0,1.0,0.0,0.0,0.0,0.0
21549,0.0,2.0,1.0,0.0,0.0,1.0,0.0
21776,0.0,0.0,1.0,0.0,0.0,1.0,0.0
22049,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22721,0.0,0.0,1.0,0.0,0.0,1.0,0.0
23000,0.0,0.0,1.0,0.0,0.0,1.0,1.0
23221,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23500,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24299,0.0,0.0,1.0,0.0,0.0,1.0,0.0
24799,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25415,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25915,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26500,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27683,0.0,0.0,1.0,0.0,0.0,1.0,0.0
28183,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29500,0.0,0.0,1.0,0.0,0.0,0.0,0.0
