,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
105,0.0,0.0,1.0,0.0,0.0,0.0,0.0
605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2310,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3129,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3629,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3740,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3742,0.0,0.0,0.0,0.0,0.0,2.0,0.0
4000,0.0,0.0,0.0,0.0,0.0,2.0,1.0
4242,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4276,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6130,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6630,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6962,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7000,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7462,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8388,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9056,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
