,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2649,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2674,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2710,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2815,2.0,0.0,0.0,0.0,2.0,2.0,0.0
2834,2.0,0.0,1.0,0.0,2.0,2.0,0.0
2996,2.0,2.0,1.0,0.0,2.0,2.0,0.0
3003,2.0,2.0,2.0,0.0,2.0,2.0,0.0
3174,2.0,2.0,2.0,0.0,0.0,2.0,0.0
3210,2.0,2.0,2.0,0.0,0.0,0.0,0.0
3222,2.0,2.0,2.0,0.0,0.0,1.0,0.0
3225,2.0,2.0,2.0,0.0,0.0,2.0,0.0
3315,0.0,2.0,2.0,0.0,0.0,2.0,0.0
3455,2.0,2.0,2.0,0.0,0.0,2.0,0.0
3496,2.0,0.0,2.0,0.0,0.0,2.0,0.0
3503,2.0,0.0,0.0,0.0,0.0,2.0,0.0
3725,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5286,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5455,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5500,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5523,0.0,0.0,0.0,0.0,2.0,2.0,0.0
5631,2.0,0.0,0.0,0.0,2.0,2.0,0.0
5948,2.0,0.0,1.0,0.0,2.0,2.0,0.0
6023,2.0,0.0,1.0,0.0,1.0,0.0,0.0
6088,2.0,2.0,1.0,0.0,1.0,0.0,0.0
6131,0.0,2.0,2.0,0.0,1.0,0.0,0.0
6174,0.0,2.0,2.0,0.0,2.0,0.0,0.0
6175,2.0,2.0,2.0,0.0,2.0,0.0,0.0
6296,2.0,2.0,2.0,0.0,2.0,1.0,0.0
6371,2.0,2.0,2.0,0.0,2.0,2.0,0.0
6588,2.0,0.0,2.0,0.0,2.0,2.0,0.0
6631,2.0,0.0,0.0,0.0,2.0,2.0,0.0
6674,2.0,0.0,0.0,0.0,0.0,2.0,0.0
6675,0.0,0.0,0.0,0.0,0.0,2.0,0.0
