,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
105,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3310,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3330,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3500,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3740,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3742,0.0,0.0,1.0,0.0,0.0,2.0,0.0
4830,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5000,0.0,0.0,0.0,0.0,0.0,2.0,1.0
5242,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6130,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6425,0.0,0.0,1.0,0.0,0.0,1.0,1.0
6500,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6961,0.0,0.0,1.0,0.0,0.0,2.0,0.0
7925,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8000,0.0,0.0,0.0,0.0,0.0,2.0,1.0
8461,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8991,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9552,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10491,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11052,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11074,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11801,0.0,0.0,1.0,0.0,0.0,1.0,1.0
12260,0.0,2.0,1.0,0.0,0.0,1.0,1.0
12500,0.0,2.0,1.0,0.0,0.0,1.0,0.0
13301,0.0,2.0,1.0,0.0,0.0,0.0,0.0
13760,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14313,0.0,0.0,1.0,0.0,0.0,1.0,1.0
15500,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15813,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16026,0.0,0.0,1.0,0.0,0.0,1.0,0.0
17000,0.0,0.0,1.0,0.0,0.0,1.0,1.0
17074,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17526,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18335,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18632,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18654,0.0,0.0,1.0,0.0,1.0,1.0,0.0
19835,0.0,0.0,1.0,0.0,1.0,0.0,0.0
20000,0.0,0.0,1.0,0.0,1.0,0.0,1.0
20132,0.0,0.0,0.0,0.0,1.0,0.0,1.0
20154,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20468,0.0,0.0,1.0,0.0,0.0,1.0,1.0
21109,0.0,2.0,1.0,0.0,0.0,1.0,1.0
21500,0.0,2.0,1.0,0.0,0.0,1.0,0.0
21968,0.0,2.0,1.0,0.0,0.0,0.0,0.0
22609,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24387,0.0,0.0,1.0,0.0,0.0,1.0,1.0
24500,0.0,0.0,1.0,0.0,0.0,1.0,0.0
24968,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25366,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25887,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26866,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27261,0.0,0.0,0.0,0.0,0.0,1.0,1.0
27263,0.0,0.0,0.0,0.0,0.0,2.0,1.0
27500,0.0,0.0,0.0,0.0,0.0,2.0,0.0
28763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28918,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29000,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30418,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30544,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30609,0.0,0.0,0.0,0.0,0.0,2.0,0.0
