,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
96,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120,0.0,0.0,2.0,0.0,0.0,0.0,0.0
100120,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
200120,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200351,2.0,0.0,0.0,0.0,0.0,0.0,1.0
202349,2.0,0.0,0.0,0.0,1.0,0.0,1.0
202648,2.0,0.0,0.0,0.0,2.0,0.0,1.0
202917,2.0,2.0,0.0,0.0,2.0,0.0,1.0
204615,2.0,2.0,1.0,0.0,2.0,0.0,1.0
207706,2.0,2.0,2.0,0.0,2.0,0.0,1.0
300000,2.0,2.0,2.0,0.0,2.0,0.0,0.0
300351,0.0,2.0,2.0,0.0,2.0,0.0,0.0
302648,0.0,2.0,2.0,0.0,0.0,0.0,0.0
302917,0.0,0.0,2.0,0.0,0.0,0.0,0.0
307706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400383,2.0,0.0,0.0,0.0,0.0,0.0,1.0
401401,2.0,0.0,0.0,0.0,1.0,0.0,1.0
402050,2.0,0.0,0.0,0.0,2.0,0.0,1.0
402714,2.0,2.0,0.0,0.0,2.0,0.0,1.0
405434,2.0,2.0,1.0,0.0,2.0,0.0,1.0
409127,2.0,2.0,2.0,0.0,2.0,0.0,1.0
500000,2.0,2.0,2.0,0.0,2.0,0.0,0.0
500383,0.0,2.0,2.0,0.0,2.0,0.0,0.0
502050,0.0,2.0,2.0,0.0,0.0,0.0,0.0
502714,0.0,0.0,2.0,0.0,0.0,0.0,0.0
509127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
600447,2.0,0.0,0.0,0.0,0.0,0.0,1.0
601401,2.0,0.0,0.0,0.0,1.0,0.0,1.0
601667,2.0,0.0,0.0,0.0,2.0,0.0,1.0
602320,2.0,2.0,0.0,0.0,2.0,0.0,1.0
603363,2.0,2.0,1.0,0.0,2.0,0.0,1.0
608817,2.0,2.0,2.0,0.0,2.0,0.0,1.0
700000,2.0,2.0,2.0,0.0,2.0,0.0,0.0
700447,0.0,2.0,2.0,0.0,2.0,0.0,0.0
701667,0.0,2.0,2.0,0.0,0.0,0.0,0.0
702320,0.0,0.0,2.0,0.0,0.0,0.0,0.0
