,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
338,0.0,0.0,1.0,0.0,0.0,0.0,0.0
398,0.0,0.0,1.0,0.0,0.0,1.0,0.0
463,0.0,0.0,2.0,0.0,0.0,1.0,0.0
4751,0.0,0.0,2.0,0.0,0.0,2.0,0.0
13263,0.0,2.0,2.0,0.0,0.0,2.0,0.0
100463,0.0,2.0,1.0,0.0,0.0,2.0,0.0
104751,0.0,2.0,1.0,0.0,0.0,0.0,0.0
113263,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
200029,0.0,0.0,1.0,0.0,1.0,0.0,1.0
200030,0.0,0.0,1.0,0.0,2.0,0.0,1.0
200042,0.0,0.0,1.0,0.0,2.0,1.0,1.0
200050,0.0,0.0,1.0,0.0,2.0,2.0,1.0
200063,2.0,0.0,1.0,0.0,2.0,2.0,1.0
200155,2.0,2.0,1.0,0.0,2.0,2.0,1.0
200463,2.0,2.0,0.0,0.0,2.0,2.0,1.0
201033,2.0,2.0,1.0,0.0,2.0,2.0,1.0
202265,2.0,2.0,2.0,0.0,2.0,2.0,1.0
300000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
300030,2.0,2.0,2.0,0.0,0.0,2.0,0.0
300050,2.0,2.0,2.0,0.0,0.0,0.0,0.0
300063,0.0,2.0,2.0,0.0,0.0,0.0,0.0
300155,0.0,0.0,2.0,0.0,0.0,0.0,0.0
302265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400031,2.0,0.0,0.0,0.0,0.0,0.0,1.0
400038,2.0,0.0,0.0,0.0,0.0,1.0,1.0
400088,2.0,0.0,0.0,0.0,1.0,1.0,1.0
400109,2.0,0.0,0.0,0.0,2.0,1.0,1.0
400246,2.0,2.0,0.0,0.0,2.0,1.0,1.0
400479,2.0,2.0,0.0,0.0,2.0,2.0,1.0
401134,2.0,2.0,1.0,0.0,2.0,2.0,1.0
402310,2.0,2.0,2.0,0.0,2.0,2.0,1.0
500000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
500031,0.0,2.0,2.0,0.0,2.0,2.0,0.0
500109,0.0,2.0,2.0,0.0,0.0,2.0,0.0
500246,0.0,0.0,2.0,0.0,0.0,2.0,0.0
500479,0.0,0.0,2.0,0.0,0.0,0.0,0.0
502310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
600013,0.0,0.0,0.0,0.0,1.0,0.0,1.0
600014,0.0,0.0,0.0,0.0,2.0,0.0,1.0
600023,0.0,0.0,0.0,0.0,2.0,1.0,1.0
600028,0.0,0.0,0.0,0.0,2.0,2.0,1.0
600031,2.0,0.0,0.0,0.0,2.0,2.0,1.0
