,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
156,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1443,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2556,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2557,0.0,0.0,1.0,0.0,2.0,1.0,0.0
5397,0.0,0.0,1.0,0.0,2.0,2.0,0.0
39088,0.0,2.0,1.0,0.0,2.0,2.0,0.0
102557,0.0,2.0,1.0,0.0,0.0,2.0,0.0
105397,0.0,2.0,1.0,0.0,0.0,0.0,0.0
139088,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200000,0.0,0.0,1.0,0.0,0.0,0.0,1.0
200063,2.0,0.0,1.0,0.0,0.0,0.0,1.0
200077,2.0,0.0,1.0,0.0,1.0,0.0,1.0
200085,2.0,0.0,1.0,0.0,2.0,1.0,1.0
200090,2.0,0.0,1.0,0.0,2.0,2.0,1.0
200156,2.0,0.0,0.0,0.0,2.0,2.0,1.0
200302,2.0,2.0,0.0,0.0,2.0,2.0,1.0
201243,2.0,2.0,1.0,0.0,2.0,2.0,1.0
202569,2.0,2.0,2.0,0.0,2.0,2.0,1.0
300000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
300063,0.0,2.0,2.0,0.0,2.0,2.0,0.0
300085,0.0,2.0,2.0,0.0,0.0,2.0,0.0
300090,0.0,2.0,2.0,0.0,0.0,0.0,0.0
300302,0.0,0.0,2.0,0.0,0.0,0.0,0.0
302569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400041,0.0,0.0,0.0,0.0,0.0,1.0,1.0
400046,0.0,0.0,0.0,0.0,0.0,2.0,1.0
400063,2.0,0.0,0.0,0.0,0.0,2.0,1.0
400196,2.0,0.0,0.0,0.0,1.0,2.0,1.0
400223,2.0,0.0,0.0,0.0,2.0,2.0,1.0
400234,2.0,2.0,0.0,0.0,2.0,2.0,1.0
400933,2.0,2.0,1.0,0.0,2.0,2.0,1.0
402105,2.0,2.0,2.0,0.0,2.0,2.0,1.0
500000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
500046,2.0,2.0,2.0,0.0,2.0,0.0,0.0
500063,0.0,2.0,2.0,0.0,2.0,0.0,0.0
500223,0.0,2.0,2.0,0.0,0.0,0.0,0.0
500234,0.0,0.0,2.0,0.0,0.0,0.0,0.0
502105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
600055,0.0,0.0,0.0,0.0,0.0,1.0,1.0
600063,2.0,0.0,0.0,0.0,0.0,1.0,1.0
600094,2.0,0.0,0.0,0.0,1.0,1.0,1.0
600110,2.0,0.0,0.0,0.0,2.0,1.0,1.0
600147,2.0,0.0,0.0,0.0,2.0,2.0,1.0
600164,2.0,2.0,0.0,0.0,2.0,2.0,1.0
601226,2.0,2.0,1.0,0.0,2.0,2.0,1.0
602203,2.0,2.0,2.0,0.0,2.0,2.0,1.0
700000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
700063,0.0,2.0,2.0,0.0,2.0,2.0,0.0
700110,0.0,2.0,2.0,0.0,0.0,2.0,0.0
700147,0.0,2.0,2.0,0.0,0.0,0.0,0.0
700164,0.0,0.0,2.0,0.0,0.0,0.0,0.0
702203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
800063,2.0,0.0,0.0,0.0,0.0,0.0,1.0
800088,2.0,0.0,0.0,0.0,0.0,1.0,1.0
800137,2.0,0.0,0.0,0.0,0.0,2.0,1.0
800139,2.0,0.0,0.0,0.0,1.0,2.0,1.0
800169,2.0,0.0,0.0,0.0,2.0,2.0,1.0
800182,2.0,2.0,0.0,0.0,2.0,2.0,1.0
801097,2.0,2.0,1.0,0.0,2.0,2.0,1.0
802191,2.0,2.0,2.0,0.0,2.0,2.0,1.0
900000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
900063,0.0,2.0,2.0,0.0,2.0,2.0,0.0
900137,0.0,2.0,2.0,0.0,2.0,0.0,0.0
900169,0.0,2.0,2.0,0.0,0.0,0.0,0.0
900182,0.0,0.0,2.0,0.0,0.0,0.0,0.0
902191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000050,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1000052,0.0,0.0,0.0,0.0,2.0,1.0,1.0
1000062,0.0,0.0,0.0,0.0,2.0,2.0,1.0
1000063,2.0,0.0,0.0,0.0,2.0,2.0,1.0
1000332,2.0,2.0,0.0,0.0,2.0,2.0,1.0
1001130,2.0,2.0,1.0,0.0,2.0,2.0,1.0
1002196,2.0,2.0,2.0,0.0,2.0,2.0,1.0
1100000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
1100052,2.0,2.0,2.0,0.0,0.0,2.0,0.0
1100062,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1100063,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1100332,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1102196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1200012,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1200031,2.0,0.0,0.0,0.0,2.0,0.0,1.0
1200103,2.0,0.0,0.0,0.0,2.0,1.0,1.0
1200106,2.0,0.0,0.0,0.0,2.0,2.0,1.0
1200239,2.0,2.0,0.0,0.0,2.0,2.0,1.0
1201235,2.0,2.0,1.0,0.0,2.0,2.0,1.0
1202286,2.0,2.0,2.0,0.0,2.0,2.0,1.0
1300000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
1300031,0.0,2.0,2.0,0.0,0.0,2.0,0.0
1300106,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1300239,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1302286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1400031,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1400048,2.0,0.0,0.0,0.0,0.0,1.0,1.0
1400070,2.0,0.0,0.0,0.0,0.0,2.0,1.0
1400209,2.0,2.0,0.0,0.0,0.0,2.0,1.0
1400245,2.0,2.0,0.0,0.0,1.0,2.0,1.0
1400278,2.0,2.0,0.0,0.0,2.0,2.0,1.0
1401129,2.0,2.0,1.0,0.0,2.0,2.0,1.0
1402235,2.0,2.0,2.0,0.0,2.0,2.0,1.0
1500000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
1500031,0.0,2.0,2.0,0.0,2.0,2.0,0.0
1500070,0.0,2.0,2.0,0.0,2.0,0.0,0.0
1500209,0.0,0.0,2.0,0.0,2.0,0.0,0.0
1500278,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1502235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1600025,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1600030,0.0,0.0,0.0,0.0,2.0,0.0,1.0
1600031,2.0,0.0,0.0,0.0,2.0,0.0,1.0
1600075,2.0,0.0,0.0,0.0,2.0,1.0,1.0
1600203,2.0,2.0,0.0,0.0,2.0,1.0,1.0
1600217,2.0,2.0,0.0,0.0,2.0,2.0,1.0
1601033,2.0,2.0,1.0,0.0,2.0,2.0,1.0
1601989,2.0,2.0,2.0,0.0,2.0,2.0,1.0
1700000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
1700030,2.0,2.0,2.0,0.0,0.0,2.0,0.0
1700031,0.0,2.0,2.0,0.0,0.0,2.0,0.0
1700203,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1700217,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1701989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1800006,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1800046,0.0,0.0,0.0,0.0,2.0,0.0,1.0
1800063,2.0,0.0,0.0,0.0,2.0,0.0,1.0
1800082,2.0,0.0,0.0,0.0,2.0,1.0,1.0
1800095,2.0,0.0,0.0,0.0,2.0,2.0,1.0
1800194,2.0,2.0,0.0,0.0,2.0,2.0,1.0
1800930,2.0,2.0,1.0,0.0,2.0,2.0,1.0
1801953,2.0,2.0,2.0,0.0,2.0,2.0,1.0
1900000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
1900046,2.0,2.0,2.0,0.0,0.0,2.0,0.0
1900063,0.0,2.0,2.0,0.0,0.0,2.0,0.0
1900095,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1900194,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1901953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2000042,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2000050,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2000052,0.0,0.0,0.0,0.0,2.0,1.0,1.0
2000057,0.0,0.0,0.0,0.0,2.0,2.0,1.0
2000063,2.0,0.0,0.0,0.0,2.0,2.0,1.0
2000191,2.0,2.0,0.0,0.0,2.0,2.0,1.0
2001059,2.0,2.0,1.0,0.0,2.0,2.0,1.0
2001996,2.0,2.0,2.0,0.0,2.0,2.0,1.0
