,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
53,0.0,0.0,1.0,0.0,0.0,0.0,0.0
164,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2218,0.0,0.0,1.0,0.0,1.0,1.0,0.0
7541,0.0,0.0,1.0,0.0,1.0,2.0,0.0
27933,0.0,2.0,1.0,0.0,1.0,2.0,0.0
101053,0.0,2.0,0.0,0.0,1.0,2.0,0.0
103218,0.0,2.0,0.0,0.0,0.0,2.0,0.0
108541,0.0,2.0,0.0,0.0,0.0,0.0,0.0
108676,0.0,2.0,0.0,0.0,0.0,1.0,0.0
108802,0.0,2.0,0.0,0.0,1.0,1.0,0.0
120623,0.0,2.0,0.0,0.0,1.0,2.0,0.0
126670,0.0,2.0,0.0,0.0,2.0,2.0,0.0
128933,0.0,0.0,0.0,0.0,2.0,2.0,0.0
201000,0.0,0.0,0.0,0.0,2.0,2.0,1.0
201567,2.0,0.0,0.0,0.0,2.0,2.0,1.0
201620,2.0,2.0,0.0,0.0,2.0,2.0,1.0
203136,2.0,2.0,1.0,0.0,2.0,2.0,1.0
204550,2.0,2.0,2.0,0.0,2.0,2.0,1.0
221623,2.0,2.0,2.0,0.0,2.0,0.0,1.0
222359,2.0,2.0,2.0,0.0,2.0,1.0,1.0
224500,2.0,2.0,2.0,0.0,2.0,2.0,1.0
227670,2.0,2.0,2.0,0.0,0.0,2.0,1.0
249885,2.0,2.0,2.0,0.0,1.0,2.0,1.0
302000,2.0,2.0,2.0,0.0,1.0,2.0,0.0
302567,0.0,2.0,2.0,0.0,1.0,2.0,0.0
302620,0.0,0.0,2.0,0.0,1.0,2.0,0.0
305550,0.0,0.0,0.0,0.0,1.0,2.0,0.0
325500,0.0,0.0,0.0,0.0,1.0,0.0,0.0
326473,0.0,0.0,0.0,0.0,1.0,1.0,0.0
333463,0.0,0.0,0.0,0.0,1.0,2.0,0.0
350885,0.0,0.0,0.0,0.0,0.0,2.0,0.0
351672,0.0,0.0,0.0,0.0,1.0,2.0,0.0
403000,0.0,0.0,0.0,0.0,1.0,2.0,1.0
403519,2.0,0.0,0.0,0.0,1.0,2.0,1.0
403626,2.0,0.0,0.0,0.0,2.0,2.0,1.0
403771,2.0,2.0,0.0,0.0,2.0,2.0,1.0
404818,2.0,2.0,1.0,0.0,2.0,2.0,1.0
405959,2.0,2.0,2.0,0.0,2.0,2.0,1.0
434463,2.0,2.0,2.0,0.0,2.0,0.0,1.0
434779,2.0,2.0,2.0,0.0,2.0,1.0,1.0
434785,2.0,2.0,2.0,0.0,2.0,2.0,1.0
504000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
504519,0.0,2.0,2.0,0.0,2.0,2.0,0.0
504626,0.0,2.0,2.0,0.0,0.0,2.0,0.0
504771,0.0,0.0,2.0,0.0,0.0,2.0,0.0
506280,0.0,0.0,2.0,0.0,1.0,2.0,0.0
506959,0.0,0.0,0.0,0.0,1.0,2.0,0.0
535785,0.0,0.0,0.0,0.0,1.0,0.0,0.0
536471,0.0,0.0,0.0,0.0,1.0,1.0,0.0
543395,0.0,0.0,0.0,0.0,1.0,2.0,0.0
605000,0.0,0.0,0.0,0.0,1.0,2.0,1.0
605567,2.0,0.0,0.0,0.0,1.0,2.0,1.0
605711,2.0,0.0,0.0,0.0,2.0,2.0,1.0
605761,2.0,2.0,0.0,0.0,2.0,2.0,1.0
607215,2.0,2.0,1.0,0.0,2.0,2.0,1.0
608665,2.0,2.0,2.0,0.0,2.0,2.0,1.0
644395,2.0,2.0,2.0,0.0,2.0,0.0,1.0
644495,2.0,2.0,2.0,0.0,2.0,1.0,1.0
644515,2.0,2.0,2.0,0.0,2.0,2.0,1.0
706000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
706567,0.0,2.0,2.0,0.0,2.0,2.0,0.0
706711,0.0,2.0,2.0,0.0,0.0,2.0,0.0
706761,0.0,0.0,2.0,0.0,0.0,2.0,0.0
709665,0.0,0.0,0.0,0.0,0.0,2.0,0.0
723876,0.0,0.0,0.0,0.0,1.0,2.0,0.0
745515,0.0,0.0,0.0,0.0,1.0,0.0,0.0
745799,0.0,0.0,0.0,0.0,1.0,1.0,0.0
775091,0.0,0.0,0.0,0.0,1.0,2.0,0.0
807000,0.0,0.0,0.0,0.0,1.0,2.0,1.0
807487,2.0,0.0,0.0,0.0,1.0,2.0,1.0
807739,2.0,2.0,0.0,0.0,1.0,2.0,1.0
808779,2.0,2.0,0.0,0.0,2.0,2.0,1.0
809184,2.0,2.0,1.0,0.0,2.0,2.0,1.0
810604,2.0,2.0,2.0,0.0,2.0,2.0,1.0
876091,2.0,2.0,2.0,0.0,2.0,0.0,1.0
876114,2.0,2.0,2.0,0.0,2.0,1.0,1.0
876123,2.0,2.0,2.0,0.0,2.0,2.0,1.0
908000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
908487,0.0,2.0,2.0,0.0,2.0,2.0,0.0
908739,0.0,0.0,2.0,0.0,2.0,2.0,0.0
909779,0.0,0.0,2.0,0.0,0.0,2.0,0.0
911604,0.0,0.0,0.0,0.0,0.0,2.0,0.0
940572,0.0,0.0,0.0,0.0,1.0,2.0,0.0
977123,0.0,0.0,0.0,0.0,1.0,0.0,0.0
