,ADWIN,CUSUM,DDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
198,0.0,0.0,2.0,1.0,1.0,0.0,0.0
1038,0.0,0.0,2.0,0.0,1.0,0.0,0.0
1477,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3336,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11344,2.0,0.0,0.0,0.0,0.0,0.0,0.0
11446,2.0,0.0,0.0,1.0,0.0,0.0,0.0
11533,2.0,0.0,0.0,2.0,0.0,1.0,0.0
11534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11573,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11589,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12088,0.0,0.0,2.0,0.0,1.0,0.0,0.0
13827,0.0,2.0,2.0,0.0,1.0,0.0,0.0
13855,0.0,2.0,2.0,0.0,2.0,0.0,0.0
13989,0.0,2.0,1.0,0.0,2.0,0.0,0.0
15328,0.0,0.0,1.0,0.0,2.0,0.0,0.0
15356,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16797,0.0,0.0,1.0,0.0,1.0,0.0,0.0
18974,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23277,2.0,0.0,0.0,0.0,0.0,0.0,0.0
23455,2.0,0.0,0.0,1.0,0.0,0.0,0.0
23491,2.0,0.0,0.0,2.0,0.0,1.0,0.0
23492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23720,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23834,0.0,0.0,2.0,0.0,0.0,0.0,0.0
24035,0.0,0.0,2.0,0.0,1.0,0.0,0.0
24078,0.0,0.0,2.0,0.0,2.0,0.0,0.0
24079,0.0,0.0,2.0,1.0,2.0,0.0,0.0
24532,0.0,2.0,2.0,1.0,2.0,1.0,0.0
24533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24576,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24690,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25225,0.0,0.0,1.0,1.0,1.0,0.0,0.0
25652,0.0,0.0,1.0,1.0,2.0,0.0,0.0
27153,0.0,0.0,1.0,1.0,0.0,0.0,0.0
27171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27332,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27433,0.0,0.0,0.0,1.0,1.0,0.0,0.0
29190,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35284,2.0,0.0,0.0,0.0,0.0,0.0,0.0
35479,2.0,0.0,0.0,1.0,0.0,0.0,0.0
35516,2.0,0.0,0.0,2.0,0.0,1.0,0.0
35517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35552,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36026,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36028,0.0,0.0,1.0,0.0,2.0,0.0,0.0
36030,0.0,0.0,1.0,1.0,2.0,0.0,0.0
36072,0.0,0.0,1.0,2.0,2.0,0.0,0.0
36095,0.0,0.0,2.0,2.0,2.0,0.0,0.0
36782,0.0,2.0,2.0,2.0,2.0,1.0,0.0
