,ADWIN,CUSUM,DDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
203,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1707,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2781,2.0,0.0,0.0,0.0,2.0,0.0,0.0
3208,0.0,0.0,0.0,0.0,2.0,0.0,0.0
4282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11339,2.0,0.0,0.0,0.0,0.0,0.0,0.0
11472,2.0,0.0,0.0,1.0,0.0,1.0,0.0
11473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11521,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11523,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12119,0.0,0.0,2.0,0.0,1.0,0.0,0.0
12234,0.0,0.0,2.0,1.0,1.0,0.0,0.0
12818,0.0,0.0,2.0,1.0,2.0,0.0,0.0
12825,0.0,2.0,2.0,1.0,2.0,0.0,0.0
12960,0.0,2.0,2.0,2.0,2.0,0.0,0.0
13024,0.0,2.0,1.0,2.0,2.0,0.0,0.0
14032,2.0,2.0,1.0,2.0,2.0,1.0,0.0
14033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14116,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14224,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14520,0.0,0.0,1.0,0.0,2.0,0.0,0.0
15830,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16304,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16562,0.0,0.0,0.0,1.0,1.0,0.0,0.0
18063,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23280,2.0,0.0,0.0,0.0,0.0,0.0,0.0
23453,2.0,0.0,0.0,1.0,0.0,1.0,0.0
23454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23499,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23669,0.0,0.0,2.0,0.0,0.0,0.0,0.0
23975,0.0,0.0,2.0,0.0,1.0,0.0,0.0
23996,0.0,0.0,2.0,0.0,2.0,0.0,0.0
24106,0.0,0.0,2.0,1.0,2.0,0.0,0.0
24151,0.0,2.0,2.0,1.0,2.0,0.0,0.0
24157,2.0,2.0,2.0,1.0,2.0,0.0,0.0
24166,2.0,2.0,2.0,2.0,2.0,0.0,0.0
25497,2.0,2.0,2.0,2.0,0.0,0.0,0.0
25640,2.0,2.0,0.0,2.0,0.0,1.0,0.0
25641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27066,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29520,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35272,2.0,0.0,0.0,0.0,0.0,0.0,0.0
35480,2.0,0.0,0.0,1.0,0.0,1.0,0.0
35481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35518,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35539,0.0,0.0,2.0,0.0,0.0,0.0,0.0
35802,0.0,0.0,2.0,0.0,1.0,0.0,0.0
36182,0.0,0.0,2.0,0.0,2.0,0.0,0.0
36787,0.0,0.0,2.0,1.0,2.0,0.0,0.0
36891,0.0,2.0,2.0,1.0,2.0,0.0,0.0
37344,0.0,2.0,0.0,1.0,2.0,0.0,0.0
37683,0.0,2.0,0.0,1.0,0.0,0.0,0.0
37691,0.0,2.0,0.0,1.0,1.0,0.0,0.0
37917,0.0,2.0,1.0,1.0,1.0,0.0,0.0
38127,0.0,2.0,1.0,2.0,1.0,0.0,0.0
38392,0.0,0.0,1.0,2.0,1.0,0.0,0.0
39628,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40922,0.0,0.0,1.0,0.0,2.0,0.0,0.0
41389,0.0,0.0,0.0,0.0,2.0,0.0,0.0
42423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47288,2.0,0.0,0.0,0.0,0.0,0.0,0.0
47574,2.0,0.0,0.0,1.0,0.0,1.0,0.0
47575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47612,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47619,0.0,0.0,2.0,0.0,0.0,0.0,0.0
47784,0.0,0.0,2.0,1.0,0.0,0.0,0.0
47852,0.0,0.0,2.0,1.0,1.0,0.0,0.0
49120,0.0,0.0,1.0,1.0,1.0,0.0,0.0
49285,0.0,0.0,1.0,0.0,1.0,0.0,0.0
51112,0.0,0.0,1.0,0.0,2.0,0.0,0.0
52613,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59382,2.0,0.0,0.0,0.0,0.0,0.0,0.0
59557,2.0,0.0,0.0,1.0,0.0,1.0,0.0
59558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59905,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60023,0.0,0.0,1.0,0.0,1.0,0.0,0.0
60029,0.0,0.0,1.0,0.0,2.0,0.0,0.0
60224,0.0,0.0,1.0,1.0,2.0,0.0,0.0
60605,0.0,0.0,2.0,1.0,2.0,0.0,0.0
60643,0.0,2.0,2.0,1.0,2.0,0.0,0.0
61530,0.0,2.0,2.0,1.0,0.0,0.0,0.0
61747,0.0,2.0,2.0,1.0,1.0,0.0,0.0
62144,0.0,0.0,2.0,1.0,1.0,0.0,0.0
62514,0.0,0.0,0.0,1.0,1.0,0.0,0.0
63254,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63782,0.0,0.0,0.0,1.0,1.0,0.0,0.0
65739,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66670,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
71001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71365,2.0,0.0,0.0,0.0,0.0,0.0,0.0
71510,2.0,0.0,0.0,1.0,0.0,1.0,0.0
71511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71563,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72583,0.0,0.0,1.0,0.0,1.0,0.0,0.0
72606,0.0,0.0,1.0,0.0,2.0,0.0,0.0
72943,0.0,0.0,2.0,0.0,2.0,0.0,0.0
72985,0.0,2.0,2.0,0.0,2.0,0.0,0.0
73126,0.0,2.0,2.0,1.0,2.0,0.0,0.0
73418,0.0,2.0,2.0,2.0,2.0,0.0,0.0
74107,0.0,2.0,2.0,2.0,0.0,0.0,0.0
74150,0.0,2.0,2.0,2.0,1.0,0.0,0.0
74444,0.0,2.0,0.0,2.0,1.0,0.0,0.0
74486,0.0,0.0,0.0,2.0,1.0,0.0,0.0
74919,0.0,0.0,0.0,0.0,1.0,0.0,0.0
75651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76827,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78330,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83222,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83545,2.0,0.0,0.0,1.0,0.0,1.0,0.0
83546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83577,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83779,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83867,0.0,0.0,2.0,1.0,1.0,0.0,0.0
83965,0.0,0.0,2.0,1.0,2.0,0.0,0.0
83966,0.0,0.0,2.0,2.0,2.0,0.0,0.0
84226,0.0,2.0,2.0,2.0,2.0,0.0,0.0
85363,0.0,2.0,0.0,2.0,2.0,1.0,0.0
85364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85468,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86043,0.0,0.0,1.0,0.0,1.0,0.0,0.0
86045,0.0,0.0,1.0,0.0,2.0,0.0,0.0
86486,0.0,0.0,1.0,1.0,2.0,0.0,0.0
86969,0.0,0.0,0.0,1.0,2.0,0.0,0.0
87546,0.0,0.0,0.0,1.0,0.0,0.0,0.0
87903,0.0,0.0,0.0,1.0,1.0,0.0,0.0
87989,0.0,0.0,0.0,0.0,1.0,0.0,0.0
88306,0.0,0.0,0.0,1.0,1.0,0.0,0.0
89807,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95283,2.0,0.0,0.0,0.0,0.0,0.0,0.0
95490,2.0,0.0,0.0,1.0,0.0,1.0,0.0
95491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95525,0.0,0.0,1.0,0.0,0.0,0.0,0.0
95543,0.0,0.0,2.0,0.0,0.0,0.0,0.0
