,ADWIN,CUSUM,DDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
203,0.0,0.0,0.0,0.0,1.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,1.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0,1.0,0.0,0.0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,0.0,0.0,0.0,0.0,1.0,0.0,0.0
734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,0.0,0.0,1.0,0.0,0.0,0.0,0.0
825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,0.0,0.0,1.0,0.0,0.0,0.0,0.0
835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,0.0,0.0,1.0,0.0,0.0,0.0,0.0
849,0.0,0.0,1.0,0.0,1.0,0.0,0.0
852,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1062,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1065,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1505,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1508,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1976,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1977,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2242,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2243,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2244,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2245,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2246,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2247,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2388,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2390,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2455,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2460,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2777,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2778,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2779,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2781,0.0,0.0,1.0,0.0,2.0,0.0,0.0
2782,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2823,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3605,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3793,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3824,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4394,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5176,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6571,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6573,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6577,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6789,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6790,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6791,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6807,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7753,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7801,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7807,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7809,0.0,0.0,0.0,0.0,2.0,0.0,0.0
