,ADWIN,CUSUM,DDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
1356,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1360,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4528,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4529,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5065,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5066,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5067,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5068,0.0,0.0,1.0,1.0,1.0,0.0,0.0
5069,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5070,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5079,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5080,0.0,0.0,1.0,1.0,1.0,0.0,0.0
5081,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5082,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5083,0.0,0.0,1.0,1.0,1.0,0.0,0.0
5084,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5091,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5092,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5340,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5347,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5349,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5350,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5353,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5359,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5421,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5422,0.0,0.0,1.0,1.0,1.0,0.0,0.0
5423,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5425,0.0,0.0,1.0,1.0,1.0,0.0,0.0
5426,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5431,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5433,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5434,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5436,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5437,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5463,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5464,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5466,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5471,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5613,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5651,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5934,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5935,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5936,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5938,0.0,0.0,1.0,0.0,1.0,0.0,0.0
