,ADWIN,CUSUM,DDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11661,2.0,0.0,0.0,0.0,0.0,1.0,0.0
11662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11716,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12759,0.0,0.0,2.0,0.0,0.0,0.0,0.0
13296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14293,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20680,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20909,2.0,0.0,1.0,0.0,0.0,0.0,0.0
21151,2.0,0.0,2.0,0.0,0.0,0.0,0.0
21666,0.0,0.0,2.0,0.0,0.0,0.0,0.0
21856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22323,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23102,0.0,2.0,1.0,0.0,0.0,0.0,0.0
23603,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24365,2.0,0.0,1.0,0.0,0.0,0.0,0.0
24866,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30413,2.0,0.0,0.0,0.0,0.0,1.0,0.0
30414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30553,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40589,2.0,0.0,0.0,0.0,0.0,1.0,0.0
40590,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41263,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50477,2.0,0.0,0.0,0.0,0.0,1.0,0.0
50478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51774,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60301,2.0,0.0,0.0,0.0,0.0,1.0,0.0
60302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60402,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61563,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62590,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70765,2.0,0.0,0.0,0.0,0.0,1.0,0.0
70766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72462,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73346,0.0,0.0,2.0,0.0,0.0,0.0,0.0
73952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80382,0.0,0.0,1.0,0.0,0.0,0.0,0.0
80557,2.0,0.0,1.0,0.0,0.0,0.0,0.0
81081,2.0,0.0,2.0,0.0,0.0,0.0,0.0
81122,0.0,0.0,2.0,0.0,0.0,0.0,0.0
81197,2.0,0.0,2.0,0.0,0.0,0.0,0.0
81697,2.0,0.0,0.0,0.0,0.0,1.0,0.0
81698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82384,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84746,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90305,2.0,0.0,0.0,0.0,0.0,1.0,0.0
90306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90338,0.0,0.0,1.0,0.0,0.0,0.0,0.0
90371,0.0,0.0,2.0,0.0,0.0,0.0,0.0
90872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91550,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93055,0.0,0.0,2.0,0.0,0.0,0.0,0.0
93592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93733,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94466,0.0,0.0,2.0,0.0,0.0,0.0,0.0
94967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100272,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100449,2.0,0.0,1.0,0.0,0.0,0.0,0.0
100625,2.0,0.0,2.0,0.0,0.0,0.0,0.0
100950,0.0,0.0,2.0,0.0,0.0,0.0,0.0
101345,2.0,0.0,2.0,0.0,0.0,0.0,0.0
101534,2.0,0.0,0.0,0.0,0.0,1.0,0.0
101535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101575,0.0,0.0,1.0,0.0,0.0,0.0,0.0
102167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110718,2.0,0.0,0.0,0.0,0.0,1.0,0.0
110719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110959,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112130,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120638,2.0,0.0,0.0,0.0,0.0,1.0,0.0
120639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120671,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120732,0.0,0.0,2.0,0.0,0.0,0.0,0.0
121382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122515,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
130001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130526,2.0,0.0,0.0,0.0,0.0,1.0,0.0
130527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130557,0.0,0.0,2.0,0.0,0.0,0.0,0.0
131058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133578,0.0,0.0,1.0,0.0,0.0,0.0,0.0
135503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140478,2.0,0.0,0.0,0.0,0.0,1.0,0.0
140479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140532,0.0,0.0,1.0,0.0,0.0,0.0,0.0
141609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
150001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151006,2.0,0.0,0.0,0.0,0.0,1.0,0.0
151007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151150,0.0,0.0,1.0,0.0,0.0,0.0,0.0
156135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160350,2.0,0.0,0.0,0.0,0.0,1.0,0.0
160351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160393,0.0,0.0,1.0,0.0,0.0,0.0,0.0
160394,0.0,0.0,2.0,0.0,0.0,0.0,0.0
160895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161030,0.0,0.0,1.0,0.0,0.0,0.0,0.0
166217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
170001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170334,2.0,0.0,0.0,0.0,0.0,1.0,0.0
170335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170366,0.0,0.0,2.0,0.0,0.0,0.0,0.0
170867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171975,0.0,0.0,1.0,0.0,0.0,0.0,0.0
174321,0.0,0.0,2.0,0.0,0.0,0.0,0.0
174822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178468,0.0,0.0,1.0,0.0,0.0,0.0,0.0
179125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180229,0.0,0.0,1.0,0.0,0.0,0.0,0.0
180702,2.0,0.0,1.0,0.0,0.0,0.0,0.0
180939,2.0,0.0,2.0,0.0,0.0,0.0,0.0
181488,2.0,0.0,0.0,0.0,0.0,1.0,0.0
181489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181535,0.0,0.0,1.0,0.0,0.0,0.0,0.0
183179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
