,ADWIN,CUSUM,DDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1156,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2470,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3431,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7544,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7546,0.0,0.0,0.0,0.0,2.0,0.0,0.0
7592,0.0,0.0,0.0,1.0,2.0,0.0,0.0
8163,0.0,0.0,0.0,2.0,2.0,1.0,0.0
8164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8772,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9539,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11000,0.0,0.0,1.0,0.0,1.0,0.0,1.0
11001,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12269,0.0,0.0,1.0,0.0,2.0,0.0,0.0
12429,0.0,2.0,1.0,0.0,2.0,1.0,0.0
12430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12502,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12653,0.0,0.0,2.0,0.0,0.0,0.0,0.0
13960,0.0,0.0,2.0,0.0,1.0,0.0,0.0
14154,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14601,0.0,0.0,1.0,0.0,2.0,0.0,0.0
15245,0.0,0.0,2.0,0.0,2.0,0.0,0.0
16102,0.0,0.0,2.0,0.0,0.0,0.0,0.0
16746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16785,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17866,0.0,0.0,0.0,1.0,1.0,0.0,0.0
19369,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19935,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19939,0.0,0.0,0.0,0.0,2.0,0.0,0.0
19955,0.0,0.0,0.0,1.0,2.0,0.0,0.0
21440,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21460,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22828,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23000,0.0,0.0,0.0,0.0,1.0,0.0,1.0
23001,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23388,0.0,0.0,0.0,1.0,1.0,0.0,0.0
23869,0.0,0.0,0.0,1.0,2.0,0.0,0.0
24758,0.0,0.0,1.0,1.0,2.0,0.0,0.0
24891,0.0,0.0,1.0,0.0,2.0,0.0,0.0
25370,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25577,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26423,0.0,2.0,1.0,0.0,1.0,1.0,0.0
26424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26959,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26962,0.0,0.0,1.0,1.0,1.0,0.0,0.0
26970,0.0,0.0,1.0,2.0,1.0,1.0,0.0
26971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27207,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28989,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29035,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30649,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33317,0.0,0.0,0.0,1.0,1.0,0.0,0.0
34844,0.0,0.0,0.0,0.0,1.0,0.0,0.0
