,ADWIN,CUSUM,DDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
99,0.0,0.0,2.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,0.0,0.0,1.0,0.0,0.0,0.0,0.0
625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,0.0,0.0,1.0,0.0,0.0,0.0,0.0
651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,0.0,0.0,1.0,0.0,0.0,0.0,0.0
670,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
711,0.0,0.0,1.0,0.0,1.0,0.0,0.0
712,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1096,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1991,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2382,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2502,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2504,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4605,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10056,2.0,0.0,0.0,0.0,0.0,1.0,0.0
10057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10126,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10137,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10666,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10770,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10782,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11167,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11169,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11170,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11171,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11181,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11187,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11188,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11189,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11194,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11287,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11399,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11616,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11620,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11694,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11697,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11700,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11706,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12326,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12408,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12410,0.0,0.0,0.0,0.0,2.0,0.0,0.0
12411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14555,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
