,ADWIN,CUSUM,DDM,HDDMAverage,HDDMWeighted,Prediction,Ground-Truth
1105,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1110,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2002,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2011,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2359,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2361,0.0,0.0,1.0,0.0,2.0,0.0,0.0
2362,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5039,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5040,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5151,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5294,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5302,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5370,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5441,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5446,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5449,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5454,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5457,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5460,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5488,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5491,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5513,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5520,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6692,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6695,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6829,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6834,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6836,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6958,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6962,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6966,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7041,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7047,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7115,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7200,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7240,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7258,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7260,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7290,0.0,0.0,0.0,2.0,0.0,0.0,0.0
7291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7321,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7322,0.0,0.0,0.0,2.0,0.0,0.0,0.0
7323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7342,0.0,2.0,0.0,0.0,0.0,1.0,0.0
7343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7502,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7505,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7579,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7584,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8178,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8180,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8182,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10705,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10725,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12622,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12624,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14227,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14240,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15347,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15349,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15467,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15470,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15471,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15473,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15743,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15745,0.0,0.0,0.0,0.0,2.0,0.0,0.0
15746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16179,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16181,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16186,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16753,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
