,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
99,0.0,0.0,1.0,0.0,0.0,0.0,0.0
599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1780,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3160,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3916,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4160,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4989,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5008,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6297,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7516,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8583,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9108,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9113,0.0,0.0,0.0,0.0,0.0,2.0,0.0
9613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20191,2.0,0.0,0.0,0.0,0.0,0.0,1.0
20200,2.0,0.0,0.0,0.0,1.0,0.0,1.0
20243,2.0,0.0,0.0,0.0,2.0,0.0,1.0
20258,2.0,0.0,0.0,0.0,2.0,1.0,1.0
20345,2.0,0.0,0.0,0.0,2.0,2.0,1.0
20600,2.0,0.0,0.0,0.0,2.0,2.0,0.0
20616,2.0,2.0,0.0,0.0,2.0,2.0,0.0
20641,2.0,2.0,1.0,0.0,2.0,2.0,0.0
20691,0.0,2.0,1.0,0.0,2.0,2.0,0.0
20743,0.0,2.0,1.0,0.0,0.0,2.0,0.0
20845,0.0,2.0,1.0,0.0,0.0,0.0,0.0
20991,2.0,2.0,1.0,0.0,0.0,0.0,0.0
21048,2.0,2.0,2.0,0.0,0.0,0.0,0.0
21116,2.0,0.0,2.0,0.0,0.0,0.0,0.0
21391,2.0,0.0,2.0,0.0,0.0,1.0,0.0
21491,0.0,0.0,2.0,0.0,0.0,1.0,0.0
21548,0.0,0.0,1.0,0.0,0.0,1.0,0.0
21891,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21949,0.0,0.0,1.0,0.0,0.0,1.0,0.0
22313,0.0,0.0,1.0,0.0,0.0,2.0,0.0
22693,0.0,0.0,1.0,0.0,1.0,2.0,0.0
22800,0.0,0.0,1.0,0.0,2.0,2.0,0.0
22813,0.0,0.0,1.0,0.0,2.0,0.0,0.0
23300,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23320,0.0,0.0,1.0,0.0,0.0,1.0,0.0
23820,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24310,0.0,0.0,1.0,0.0,0.0,1.0,0.0
24810,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27343,0.0,0.0,1.0,0.0,0.0,1.0,0.0
27355,0.0,0.0,1.0,0.0,0.0,2.0,0.0
27855,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28489,0.0,0.0,1.0,0.0,0.0,1.0,0.0
28989,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29483,0.0,0.0,1.0,0.0,0.0,1.0,0.0
29489,0.0,0.0,1.0,0.0,0.0,2.0,0.0
29989,0.0,0.0,1.0,0.0,0.0,0.0,0.0
