,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
357,0.0,0.0,1.0,0.0,0.0,1.0,0.0
857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4195,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28998,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32101,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33147,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33549,0.0,2.0,0.0,0.0,0.0,1.0,0.0
33619,0.0,2.0,1.0,0.0,0.0,1.0,0.0
33647,0.0,2.0,1.0,0.0,0.0,0.0,0.0
34049,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34851,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34853,0.0,0.0,1.0,0.0,0.0,2.0,0.0
35353,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38169,0.0,0.0,1.0,0.0,0.0,1.0,0.0
38669,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44584,0.0,0.0,1.0,0.0,0.0,1.0,0.0
45084,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57069,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61216,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61218,0.0,0.0,0.0,0.0,0.0,2.0,0.0
61718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63364,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64056,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72542,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79311,0.0,0.0,0.0,0.0,0.0,1.0,0.0
79811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89873,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99571,0.0,0.0,0.0,0.0,0.0,1.0,0.0
100071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108696,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128704,0.0,0.0,0.0,0.0,1.0,0.0,0.0
129204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132536,0.0,0.0,0.0,0.0,1.0,0.0,0.0
133036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192460,0.0,0.0,0.0,0.0,0.0,1.0,0.0
192960,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200100,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200207,0.0,0.0,0.0,0.0,0.0,1.0,1.0
200512,0.0,0.0,0.0,0.0,1.0,1.0,1.0
200600,0.0,0.0,0.0,0.0,1.0,1.0,0.0
200607,2.0,0.0,0.0,0.0,1.0,1.0,0.0
200707,2.0,0.0,0.0,0.0,1.0,0.0,0.0
201012,2.0,0.0,0.0,0.0,0.0,0.0,0.0
201107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201721,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201887,2.0,0.0,0.0,0.0,1.0,0.0,0.0
202184,2.0,0.0,0.0,0.0,2.0,0.0,0.0
202387,0.0,0.0,0.0,0.0,2.0,0.0,0.0
202408,0.0,2.0,0.0,0.0,2.0,0.0,0.0
202684,0.0,2.0,0.0,0.0,0.0,0.0,0.0
202908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203199,2.0,0.0,0.0,0.0,0.0,0.0,0.0
203699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204252,0.0,0.0,0.0,0.0,0.0,1.0,0.0
204257,0.0,0.0,0.0,0.0,0.0,2.0,0.0
204757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206497,0.0,0.0,1.0,0.0,0.0,0.0,0.0
211787,0.0,0.0,2.0,0.0,0.0,0.0,0.0
212260,0.0,0.0,2.0,0.0,0.0,1.0,0.0
212287,0.0,0.0,1.0,0.0,0.0,1.0,0.0
212760,0.0,0.0,1.0,0.0,0.0,0.0,0.0
213500,0.0,0.0,1.0,0.0,0.0,1.0,0.0
214000,0.0,0.0,1.0,0.0,0.0,0.0,0.0
231772,0.0,0.0,1.0,0.0,1.0,1.0,0.0
231773,0.0,0.0,1.0,0.0,2.0,1.0,0.0
232272,0.0,0.0,1.0,0.0,2.0,0.0,0.0
232273,0.0,0.0,1.0,0.0,0.0,0.0,0.0
236802,0.0,0.0,1.0,0.0,0.0,1.0,0.0
237302,0.0,0.0,1.0,0.0,0.0,0.0,0.0
238431,0.0,0.0,1.0,0.0,1.0,0.0,0.0
238931,0.0,0.0,1.0,0.0,0.0,0.0,0.0
245000,0.0,2.0,1.0,0.0,0.0,0.0,0.0
245160,0.0,2.0,1.0,0.0,0.0,1.0,0.0
245500,0.0,0.0,1.0,0.0,0.0,1.0,0.0
245660,0.0,0.0,1.0,0.0,0.0,0.0,0.0
247853,0.0,0.0,1.0,0.0,0.0,1.0,0.0
248353,0.0,0.0,1.0,0.0,0.0,0.0,0.0
249915,0.0,0.0,1.0,0.0,0.0,1.0,0.0
250415,0.0,0.0,1.0,0.0,0.0,0.0,0.0
255711,0.0,0.0,1.0,0.0,0.0,1.0,0.0
256211,0.0,0.0,1.0,0.0,0.0,0.0,0.0
256659,0.0,0.0,1.0,0.0,0.0,1.0,0.0
257159,0.0,0.0,1.0,0.0,0.0,0.0,0.0
261459,0.0,0.0,1.0,0.0,0.0,1.0,0.0
261959,0.0,0.0,1.0,0.0,0.0,0.0,0.0
273850,0.0,0.0,1.0,0.0,0.0,1.0,0.0
274350,0.0,0.0,1.0,0.0,0.0,0.0,0.0
277407,0.0,2.0,1.0,0.0,0.0,0.0,0.0
277907,0.0,0.0,1.0,0.0,0.0,0.0,0.0
283490,0.0,0.0,1.0,0.0,0.0,1.0,0.0
283990,0.0,0.0,1.0,0.0,0.0,0.0,0.0
291253,0.0,0.0,1.0,0.0,0.0,1.0,0.0
291753,0.0,0.0,1.0,0.0,0.0,0.0,0.0
295610,0.0,0.0,1.0,0.0,0.0,1.0,0.0
295752,0.0,2.0,1.0,0.0,0.0,1.0,0.0
296110,0.0,2.0,1.0,0.0,0.0,0.0,0.0
296252,0.0,0.0,1.0,0.0,0.0,0.0,0.0
325287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400300,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400800,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401311,2.0,0.0,0.0,0.0,0.0,0.0,0.0
401372,2.0,2.0,0.0,0.0,1.0,0.0,0.0
401532,2.0,2.0,0.0,0.0,2.0,0.0,0.0
401584,2.0,2.0,0.0,0.0,2.0,1.0,0.0
401589,2.0,2.0,0.0,0.0,2.0,2.0,0.0
401811,0.0,2.0,0.0,0.0,2.0,2.0,0.0
401872,0.0,0.0,0.0,0.0,2.0,2.0,0.0
402032,0.0,0.0,0.0,0.0,0.0,2.0,0.0
402089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
434000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444803,0.0,0.0,0.0,0.0,0.0,1.0,0.0
445303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445645,0.0,0.0,0.0,0.0,1.0,0.0,0.0
446145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452291,0.0,0.0,0.0,0.0,0.0,1.0,0.0
452294,0.0,0.0,0.0,0.0,0.0,2.0,0.0
452794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456477,0.0,0.0,0.0,0.0,0.0,1.0,0.0
456977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458338,0.0,0.0,0.0,0.0,0.0,1.0,0.0
458838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460849,0.0,0.0,0.0,0.0,0.0,1.0,0.0
460852,0.0,0.0,0.0,0.0,0.0,2.0,0.0
460858,0.0,0.0,0.0,0.0,1.0,2.0,0.0
461352,0.0,0.0,0.0,0.0,1.0,0.0,0.0
461358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473734,0.0,0.0,0.0,0.0,0.0,1.0,0.0
474234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476827,0.0,0.0,0.0,0.0,0.0,1.0,0.0
477327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600500,0.0,0.0,0.0,0.0,0.0,0.0,1.0
601000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601535,2.0,0.0,0.0,0.0,0.0,0.0,0.0
601760,2.0,0.0,0.0,0.0,1.0,0.0,0.0
601966,2.0,0.0,0.0,0.0,2.0,0.0,0.0
602035,0.0,0.0,0.0,0.0,2.0,0.0,0.0
602433,0.0,2.0,0.0,0.0,2.0,0.0,0.0
602466,0.0,2.0,0.0,0.0,0.0,0.0,0.0
602933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
