,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
1100,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1192,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1211,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1229,0.0,0.0,0.0,0.0,2.0,1.0,1.0
1238,0.0,0.0,0.0,0.0,2.0,2.0,1.0
1247,2.0,0.0,0.0,0.0,2.0,2.0,1.0
1251,2.0,0.0,1.0,0.0,2.0,2.0,1.0
1357,2.0,0.0,2.0,0.0,2.0,2.0,1.0
1526,2.0,2.0,2.0,0.0,2.0,2.0,1.0
1600,2.0,2.0,2.0,0.0,2.0,2.0,0.0
1729,2.0,2.0,2.0,0.0,0.0,2.0,0.0
1738,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1747,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1857,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2390,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2395,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2408,0.0,0.0,0.0,0.0,1.0,2.0,1.0
2413,0.0,0.0,0.0,0.0,2.0,2.0,1.0
2419,0.0,0.0,1.0,0.0,2.0,2.0,1.0
2431,2.0,0.0,1.0,0.0,2.0,2.0,1.0
2474,2.0,0.0,2.0,0.0,2.0,2.0,1.0
2570,2.0,2.0,2.0,0.0,2.0,2.0,1.0
2800,2.0,2.0,2.0,0.0,2.0,2.0,0.0
2895,2.0,2.0,2.0,0.0,2.0,0.0,0.0
2913,2.0,2.0,2.0,0.0,0.0,0.0,0.0
2931,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2974,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3070,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3578,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3606,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3611,0.0,0.0,0.0,0.0,2.0,1.0,1.0
3612,0.0,0.0,0.0,0.0,2.0,2.0,1.0
3643,0.0,0.0,1.0,0.0,2.0,2.0,1.0
3647,2.0,0.0,1.0,0.0,2.0,2.0,1.0
3878,2.0,0.0,2.0,0.0,2.0,2.0,1.0
3981,2.0,2.0,2.0,0.0,2.0,2.0,1.0
4000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
4111,2.0,2.0,2.0,0.0,0.0,2.0,0.0
4112,2.0,2.0,2.0,0.0,0.0,0.0,0.0
4147,0.0,2.0,2.0,0.0,0.0,0.0,0.0
4378,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4841,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4843,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4851,0.0,0.0,0.0,0.0,2.0,2.0,1.0
4873,0.0,0.0,1.0,0.0,2.0,2.0,1.0
4927,2.0,0.0,1.0,0.0,2.0,2.0,1.0
