,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
85,0.0,0.0,1.0,0.0,0.0,0.0,0.0
585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1189,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1202,0.0,0.0,0.0,0.0,2.0,0.0,1.0
1215,2.0,0.0,0.0,0.0,2.0,1.0,1.0
1231,2.0,0.0,1.0,0.0,2.0,1.0,1.0
1247,2.0,0.0,1.0,0.0,2.0,2.0,1.0
1297,2.0,0.0,2.0,0.0,2.0,2.0,1.0
1507,2.0,2.0,2.0,0.0,2.0,2.0,1.0
1600,2.0,2.0,2.0,0.0,2.0,2.0,0.0
1702,2.0,2.0,2.0,0.0,0.0,2.0,0.0
1715,0.0,2.0,2.0,0.0,0.0,2.0,0.0
1747,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1797,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2419,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2442,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2458,0.0,0.0,1.0,0.0,2.0,0.0,1.0
2463,2.0,0.0,1.0,0.0,2.0,0.0,1.0
2464,2.0,0.0,1.0,0.0,2.0,1.0,1.0
2468,2.0,0.0,1.0,0.0,2.0,2.0,1.0
2532,2.0,0.0,2.0,0.0,2.0,2.0,1.0
2649,2.0,2.0,2.0,0.0,2.0,2.0,1.0
2800,2.0,2.0,2.0,0.0,2.0,2.0,0.0
2942,2.0,2.0,2.0,0.0,0.0,2.0,0.0
2963,0.0,2.0,2.0,0.0,0.0,2.0,0.0
2968,0.0,2.0,2.0,0.0,0.0,0.0,0.0
3032,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3600,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3604,0.0,0.0,0.0,0.0,2.0,0.0,1.0
3623,0.0,0.0,1.0,0.0,2.0,1.0,1.0
3647,2.0,0.0,1.0,0.0,2.0,1.0,1.0
3725,2.0,0.0,2.0,0.0,2.0,1.0,1.0
3862,2.0,0.0,2.0,0.0,2.0,2.0,1.0
3886,2.0,2.0,2.0,0.0,2.0,2.0,1.0
4000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
4104,2.0,2.0,2.0,0.0,0.0,2.0,0.0
4147,0.0,2.0,2.0,0.0,0.0,2.0,0.0
4225,0.0,2.0,0.0,0.0,0.0,2.0,0.0
4362,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4790,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4791,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4794,0.0,0.0,0.0,0.0,2.0,1.0,1.0
4799,2.0,0.0,0.0,0.0,2.0,2.0,1.0
4815,2.0,0.0,1.0,0.0,2.0,2.0,1.0
4993,2.0,0.0,2.0,0.0,2.0,2.0,1.0
5144,2.0,2.0,2.0,0.0,2.0,2.0,1.0
5200,2.0,2.0,2.0,0.0,2.0,2.0,0.0
5294,2.0,2.0,2.0,0.0,0.0,2.0,0.0
5299,0.0,2.0,2.0,0.0,0.0,0.0,0.0
5493,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5900,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6013,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6025,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6047,2.0,0.0,0.0,0.0,2.0,0.0,1.0
6048,2.0,0.0,1.0,0.0,2.0,0.0,1.0
6101,2.0,0.0,1.0,0.0,2.0,1.0,1.0
6108,2.0,0.0,1.0,0.0,2.0,2.0,1.0
6137,2.0,0.0,2.0,0.0,2.0,2.0,1.0
6230,2.0,2.0,2.0,0.0,2.0,2.0,1.0
6400,2.0,2.0,2.0,0.0,2.0,2.0,0.0
6525,2.0,2.0,2.0,0.0,0.0,2.0,0.0
6547,0.0,2.0,2.0,0.0,0.0,2.0,0.0
6608,0.0,2.0,2.0,0.0,0.0,0.0,0.0
6637,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6730,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7100,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7203,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7207,0.0,0.0,0.0,0.0,2.0,1.0,1.0
7221,0.0,0.0,0.0,0.0,2.0,2.0,1.0
7231,2.0,0.0,0.0,0.0,2.0,2.0,1.0
7234,2.0,0.0,1.0,0.0,2.0,2.0,1.0
7303,2.0,0.0,2.0,0.0,2.0,2.0,1.0
7503,2.0,2.0,2.0,0.0,2.0,2.0,1.0
7600,2.0,2.0,2.0,0.0,2.0,2.0,0.0
7707,2.0,2.0,2.0,0.0,0.0,2.0,0.0
7721,2.0,2.0,2.0,0.0,0.0,0.0,0.0
7731,0.0,2.0,2.0,0.0,0.0,0.0,0.0
7803,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8300,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8407,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8408,0.0,0.0,1.0,0.0,1.0,0.0,1.0
8410,0.0,0.0,1.0,0.0,2.0,0.0,1.0
8411,0.0,0.0,1.0,0.0,2.0,1.0,1.0
8412,0.0,0.0,1.0,0.0,2.0,2.0,1.0
8415,2.0,0.0,1.0,0.0,2.0,2.0,1.0
8436,2.0,0.0,2.0,0.0,2.0,2.0,1.0
8558,2.0,2.0,2.0,0.0,2.0,2.0,1.0
8800,2.0,2.0,2.0,0.0,2.0,2.0,0.0
8910,2.0,2.0,2.0,0.0,0.0,2.0,0.0
8912,2.0,2.0,2.0,0.0,0.0,0.0,0.0
8915,0.0,2.0,2.0,0.0,0.0,0.0,0.0
8936,0.0,2.0,1.0,0.0,0.0,0.0,0.0
9058,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9500,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9583,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9594,0.0,0.0,0.0,0.0,2.0,0.0,1.0
9596,0.0,0.0,0.0,0.0,2.0,1.0,1.0
