,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
81,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200543,2.0,0.0,0.0,0.0,0.0,0.0,1.0
201628,2.0,0.0,0.0,0.0,1.0,0.0,1.0
201931,2.0,0.0,0.0,0.0,2.0,0.0,1.0
202818,2.0,2.0,0.0,0.0,2.0,0.0,1.0
204440,2.0,2.0,1.0,0.0,2.0,0.0,1.0
208587,2.0,2.0,2.0,0.0,2.0,0.0,1.0
300000,2.0,2.0,2.0,0.0,2.0,0.0,0.0
300543,0.0,2.0,2.0,0.0,2.0,0.0,0.0
301931,0.0,2.0,2.0,0.0,0.0,0.0,0.0
302818,0.0,0.0,2.0,0.0,0.0,0.0,0.0
308587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400447,2.0,0.0,0.0,0.0,0.0,0.0,1.0
400501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
