,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
81,0.0,0.0,1.0,0.0,0.0,0.0,0.0
101081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
202111,2.0,0.0,0.0,0.0,0.0,0.0,1.0
203157,2.0,0.0,0.0,0.0,1.0,0.0,1.0
203660,2.0,0.0,0.0,0.0,2.0,0.0,1.0
204900,2.0,2.0,0.0,0.0,2.0,0.0,1.0
205727,2.0,2.0,1.0,0.0,2.0,0.0,1.0
210728,2.0,2.0,2.0,0.0,2.0,0.0,1.0
302000,2.0,2.0,2.0,0.0,2.0,0.0,0.0
303111,0.0,2.0,2.0,0.0,2.0,0.0,0.0
304660,0.0,2.0,2.0,0.0,0.0,0.0,0.0
305900,0.0,0.0,2.0,0.0,0.0,0.0,0.0
311728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
403501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
