,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
76,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,0.0,0.0,2.0,0.0,0.0,0.0,0.0
585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200191,2.0,0.0,0.0,0.0,0.0,0.0,1.0
200500,2.0,0.0,0.0,0.0,0.0,0.0,0.0
200691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201183,2.0,0.0,0.0,0.0,0.0,0.0,0.0
201515,2.0,0.0,0.0,0.0,1.0,0.0,0.0
201683,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201789,0.0,0.0,0.0,0.0,2.0,0.0,0.0
202289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203255,0.0,2.0,0.0,0.0,0.0,0.0,0.0
203755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204621,0.0,0.0,1.0,0.0,0.0,0.0,0.0
206971,0.0,0.0,2.0,0.0,0.0,0.0,0.0
207471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207548,0.0,0.0,1.0,0.0,0.0,0.0,0.0
208548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227887,0.0,0.0,1.0,0.0,0.0,0.0,0.0
228887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228891,0.0,0.0,1.0,0.0,0.0,0.0,0.0
229391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229526,0.0,0.0,1.0,0.0,0.0,0.0,0.0
233026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233120,0.0,0.0,1.0,0.0,0.0,0.0,0.0
233620,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234604,0.0,0.0,1.0,0.0,0.0,0.0,0.0
235104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236594,0.0,0.0,1.0,0.0,0.0,0.0,0.0
237094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237131,0.0,0.0,1.0,0.0,0.0,0.0,0.0
237631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253083,0.0,0.0,1.0,0.0,0.0,0.0,0.0
253583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
261145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261186,0.0,0.0,1.0,0.0,0.0,0.0,0.0
261686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400191,2.0,0.0,0.0,0.0,0.0,0.0,1.0
400500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
