,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
76,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,0.0,0.0,2.0,0.0,0.0,0.0,0.0
585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
201500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201823,2.0,0.0,0.0,0.0,0.0,0.0,0.0
202323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202655,2.0,0.0,0.0,0.0,0.0,0.0,0.0
203155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203299,0.0,0.0,0.0,0.0,1.0,0.0,0.0
203423,2.0,0.0,0.0,0.0,1.0,0.0,0.0
203564,2.0,0.0,0.0,0.0,2.0,0.0,0.0
203923,0.0,0.0,0.0,0.0,2.0,0.0,0.0
204064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205133,0.0,2.0,0.0,0.0,0.0,0.0,0.0
205515,0.0,2.0,1.0,0.0,0.0,0.0,0.0
205633,0.0,0.0,1.0,0.0,0.0,0.0,0.0
208012,0.0,0.0,2.0,0.0,0.0,0.0,0.0
208512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
403500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
