,ADWIN,CUSUM,DDM,GeometricMovingAverage,HDDMAverage,HDDMWeighted,Ground-truth
1432,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1434,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2136,0.0,0.0,1.0,0.0,0.0,2.0,0.0
5755,0.0,2.0,1.0,0.0,0.0,2.0,0.0
30465,0.0,2.0,1.0,0.0,1.0,2.0,0.0
30466,0.0,2.0,1.0,0.0,2.0,2.0,0.0
101434,0.0,2.0,1.0,0.0,2.0,0.0,0.0
102136,0.0,2.0,0.0,0.0,2.0,0.0,0.0
105755,0.0,0.0,0.0,0.0,2.0,0.0,0.0
130466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200059,0.0,0.0,0.0,0.0,1.0,0.0,1.0
200063,2.0,0.0,0.0,0.0,1.0,0.0,1.0
200067,2.0,0.0,0.0,0.0,2.0,0.0,1.0
200080,2.0,0.0,0.0,0.0,2.0,1.0,1.0
200159,2.0,0.0,0.0,0.0,2.0,2.0,1.0
200179,2.0,2.0,0.0,0.0,2.0,2.0,1.0
201182,2.0,2.0,1.0,0.0,2.0,2.0,1.0
202202,2.0,2.0,2.0,0.0,2.0,2.0,1.0
300000,2.0,2.0,2.0,0.0,2.0,2.0,0.0
300063,0.0,2.0,2.0,0.0,2.0,2.0,0.0
300067,0.0,2.0,2.0,0.0,0.0,2.0,0.0
300159,0.0,2.0,2.0,0.0,0.0,0.0,0.0
300179,0.0,0.0,2.0,0.0,0.0,0.0,0.0
302202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400000,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400031,2.0,0.0,0.0,0.0,0.0,0.0,1.0
400057,2.0,0.0,0.0,0.0,1.0,0.0,1.0
400078,2.0,0.0,0.0,0.0,2.0,0.0,1.0
400111,2.0,0.0,0.0,0.0,2.0,1.0,1.0
400120,2.0,0.0,0.0,0.0,2.0,2.0,1.0
400167,2.0,2.0,0.0,0.0,2.0,2.0,1.0
400501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
